shortname: benhoyt_goawk-BuiltinGsubAmpersand
Apply,1.3667000000000001e-05,10%,0.00017032,1%,+1146.21%,p=0.008 n=5,0.00013852300000000002,1%,+913.56%,p=0.008 n=5
geomean,1.366699999999999e-05,,0.00017032000000000014,,+1146.21%,,0.00013852300000000007,,+913.56%,

shortname: workiva_rangetree-ImmutableInsertSecondDimension
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
ImmutableInsertSecondDimension,0.033932635,2%,0.037875915,1%,+11.62%,p=0.008 n=5,0.03414355,3%,~,p=1.000 n=5
geomean,0.033932634999999996,,0.03787591500000001,,+11.62%,,0.03414355,,+0.62%,

shortname: workiva_set-Clear
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
Clear,4.554e-08,0%,5.0140000000000004e-08,1%,+10.10%,p=0.008 n=5,4.194e-08,1%,-7.91%,p=0.008 n=5
geomean,4.554000000000005e-08,,5.01400000000001e-08,,+10.10%,,4.1939999999999984e-08,,-7.91%,

shortname: workiva_set-Exists
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
Exists,1.8100000000000003e-08,0%,6.205e-08,1%,+242.82%,p=0.008 n=5,4.817000000000001e-08,2%,+166.13%,p=0.008 n=5
geomean,1.8100000000000016e-08,,6.204999999999991e-08,,+242.82%,,4.817000000000004e-08,,+166.13%,

shortname: workiva_triey-Iterator
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
Iterator,2.4340000000000003e-06,1%,2.5960000000000002e-06,0%,+6.66%,p=0.008 n=5,2.813e-06,0%,+15.57%,p=0.008 n=5
geomean,2.434000000000001e-06,,2.5960000000000006e-06,,+6.66%,,2.8129999999999987e-06,,+15.57%,
